id,volatility
1893,0.006206218657240001
1894,0.0038217396338100004
1896,0.00338800535834
1897,0.0029531993183200002
1898,0.00851991843807
1899,0.0030072283108199998
1900,0.0030566315238
1901,0.01460872911702
1902,0.00279559119004
1903,0.0041134796916
1904,0.59769243199735
1905,0.0047986213859100004
1906,0.0018538463811
1907,0.0033574123909800003
1908,0.038362600177430005
1909,0.00248606245966
1910,0.00223354947662
1911,0.0018028460632000002
1912,0.00285428773847
1913,0.0029216841729800005
1914,0.0021335494510899998
1915,0.00358486141839
1916,0.00299395988626
1917,0.00355900241252
1918,0.00301268803562
1919,0.00360937633721
1921,0.00437072470444
1922,0.00474497074626
1923,0.0022686705926299997
1924,0.00265729751526
1925,0.0036402591747
1926,0.0026278017350100003
1927,0.004408985792
1928,0.00296577270329
1929,0.00364555601487
1930,0.00313953321594
1931,0.00154559300271
1932,0.00256464175967
1933,0.00348368878093
1934,0.00125809034886
1935,0.00314072752428
1936,0.00411300659868
1939,0.02048600978624
1940,0.03814738723197
1941,0.0036470313355
1942,0.00468233706144
1943,0.0030398543962899998
1944,0.0025188543352800004
1945,0.00184667525026
1946,0.00436011697613
1947,0.013123834454079998
1948,0.00331563381855
1949,0.0021532339195399998
1950,0.00721384209231
1951,0.07466348998934999
1952,0.07463401307374
1953,0.00278718433108
1954,0.1182638900602
1955,0.11830348870978
1956,0.00338903930177
1958,0.00217297463247
1959,0.01413144457661
1960,0.00276285735303
1961,0.00224556978331
1962,0.00230434126941
1963,0.0022491909499
1964,0.0036768119665400003
1965,0.00181363810896
1966,0.00357040786067
1967,0.00221243696631
1968,0.00263895706301
1969,0.00186754717374
1970,0.00215254789645
1971,0.0013143339093
1972,0.03541686926129
1973,0.004374443081619999
1974,0.04054981957789
1975,0.00338464559133
1976,0.00276701690198
1977,0.00318880278123
1978,0.00309908384795
1979,0.00574410614469
1980,0.00384597152085
1982,0.00291537995296
1983,0.00427475370886
1984,0.00347583806565
1985,0.00372480261245
1986,0.0043061132977
1987,0.0031209855501
1988,0.00219503138319
1989,0.00405727831168
1990,0.00374218565818
1991,0.0076826723804899995
1992,3.80168093031022
1994,0.004530901523040001
1995,0.00247267371814
1996,0.00510222688076
1997,0.0040789067152
1998,0.00364135535216
1999,0.00396965372
2000,0.0030771030761700003
2001,0.0038030240935600004
2002,0.00346601321381
2003,0.0031553769486
2004,0.00209350181811
2005,0.00697418420543
2006,0.00618916056316
2007,0.00802463039485
2008,0.00177751326804
2009,0.00406062916817
2010,0.0034496126645399998
2011,0.00200983855953
2012,0.0036886987883900002
2013,0.0022289323633200003
2014,0.00431904095981
2015,0.00537122744927
2016,0.005889310142189999
2017,0.00290359838249
2018,0.00138663054565
2019,0.0037402644645200002
2020,0.00297156093335
2021,0.0022732571408800003
2022,0.41556299588635
2023,0.07940168082505
2024,0.26989938989671
2025,0.00297713308339
2026,0.0015244245788899999
2027,0.0034505897745899998
2028,0.0058020172354
2029,0.00287149678659
2030,0.0033335897196999998
2031,0.00453542178353
2032,0.00591943895899
2033,0.0028506169386399998
2034,0.005352467677990001
2035,0.00338516288407
2036,0.00352237124098
2037,0.00370118968091
2038,0.00236523321724
2039,0.00460296785147
2040,0.0026452340112599997
2041,0.0028412967739900002
2042,0.00435981424286
2043,0.00930817008573
2044,0.00238805055033
2045,0.00173704167032
2046,0.0013974110705199999
2047,0.00242974872686
2050,0.0031290872810999996
2051,0.00527125478119
2052,0.00262408719657
2053,0.00396848477527
2055,0.00203471614923
2056,0.0028937518292999997
2057,0.00187952258004
2058,3.13924934051018
2059,0.00187564830765
2060,0.00340313356927
2062,0.00194678077638
2063,0.00321398372868
2064,0.00266526886961
2065,0.00195418259227
2066,0.0018185679194
2067,0.00232267615032
2068,0.00186380900963
2072,0.0017478481840999998
2073,0.00343773379072
2074,0.0018027606992799998
2075,0.0016199389493899998
2076,0.012269973434629999
2077,0.00193690482266
2078,0.00252113489335
2079,0.0037543976531700003
2080,0.00671951564286
2081,0.0021169607138900003
2082,0.00395731580571
2083,0.00141479611213
2084,0.00163494941455
2085,0.001809147804
2086,0.00231295343907
2087,0.02461533373894
2088,0.0023383446808
2089,0.00221582538456
2090,0.0035655698145499997
2091,0.00212938452344
2092,0.0018262639260899999
2093,0.00453567540101
2094,0.0034066859079599997
2095,0.00185604257278
2096,0.00226669191675
2097,0.00457867605393
2098,0.01443447202776
2100,0.00199379683424
2101,0.00243893496604
2102,0.00202848779615
2103,0.00396055470831
2104,0.00319261504237
2105,0.00176497187391
2106,0.00223196346525
2109,0.00964030743162
2110,0.0055529366721399995
2111,0.00380161858299
2112,0.00392783846849
2113,0.0020914491439300003
2115,0.00144821629317
2116,0.00191755511884
2117,0.00148626415357
2119,0.00236300345152
2120,0.0033306083744999997
2122,0.00149752465902
2123,0.0013477795047999999
2124,0.0007214161005100001
2125,0.0014226639891
2126,0.00142439672524
2127,0.00182158464022
2128,8.84174104e-06
2129,0.00163888749485
2130,0.0030180791158999996
2131,0.0006490623499700001
2132,0.00029564996327
2133,0.00137381240129
2134,0.00141023072572
2135,0.00132279539048
2136,0.00178268977326
2137,0.001785886706
2138,0.0014414501885200001
2139,0.00099146184138
2140,0.00147259862748
2141,0.0012907245763399999
2142,0.00038838438131
2143,0.00089169390882
2144,0.00097494365528
2145,0.00138695652619
2146,0.00095446437103
2147,0.00116328848115
2148,0.0014840345214
2149,0.00066231124426
2150,0.00058246595054
2151,0.0005431082084600001
2152,0.0017021586973300002
2153,0.00147074779326
2154,0.0014552220816
2155,0.00105043965452
2156,0.00052146651043
2157,0.0019337301484
2158,0.0007555805865499999
2159,0.0024821420861
2160,0.0013863901467600001
2161,0.001998237702
2162,0.00155120389069
2163,0.00156361792479
2164,0.00336777051609
2165,0.0016840651654800001
2166,0.00168658973008
2167,0.00336811105522
2168,0.00168402871367
2169,0.0016033409193600002
2170,0.00136524793595
2171,0.00144672327159
2172,0.00144340869674
2173,0.0011758171011
2174,0.00166896849771
2175,0.00161384894547
2176,0.0026490049032500003
2177,0.00165762956693
2178,0.00165827159187
2179,0.00152802355335
2180,0.00184491402633
2181,0.00172730180829
2182,0.00148637100277
2183,0.0015079103751299999
2184,0.0022140975362400003
2185,0.0016703806618299998
2186,0.0018535265939500002
2187,0.00020554076784
2188,0.00013051136991
2189,0.00022267639903999998
2190,0.00020453765716
2191,0.00023108123862
2192,0.00064680114831
2193,0.00139834805441
2194,0.00108668617354
2195,0.00129819980837
2196,0.0013123242248700001
2197,0.00153538318068
