id,rendement_percent
1428,0.47900168217
1429,0.431063910487
1430,1.838102225483
1431,1.511908097506
1432,-0.003573822123
1433,1.795953958842
1434,0.224130794702
1439,0.731553813245
1441,0.662067318723
1442,0.880525164114
1443,0.471131221719
1444,1.844866763065
1445,2.093364848894
1446,0.711127220007
1450,0.541233766234
1451,0.914414722583
1453,-0.122763608679
1456,0.025726141079
1457,-0.253964381556
1458,-0.166443153032
1463,0.11476115335
1464,0.132601156069
1465,0.922913676753
1468,-0.741119736533
1474,1.898607314851
1475,-0.218925233645
1476,-0.483577633008
1481,0.588804071247
1483,-0.005898354123
1484,0.137645941568
1485,0.186329426446
1486,0.488620132629
1487,0.003942348163
1488,-0.998443722278
1489,0.825768667643
1490,0.977331606218
1491,0.265955176094
1492,0.23206160308
1493,0.441111111111
1494,0.413587977458
1495,-0.776668101593
1496,0.688939307998
1497,-0.248470948012
1498,0.008248943073
1499,0.093900102729
1500,0.096004285741
1501,-0.000601820507
1503,0.469143446852
1504,0.45276216321
1505,0.521134161045
1507,0.763377926421
1509,0.462444632928
1514,1.443210219384
1516,1.058494783905
1517,-0.072038484666
1522,0.573248407643
1529,0.305213613324
1538,0.553868756121
1551,0.331309297913
1552,-0.479069024286
1561,-0.134371957157
1562,0.245793708851
1563,0.407214111118
1564,0.56581223175
1567,1.689649407246
1568,-0.037298695202
1569,0.141072796935
1571,0.822721114767
1572,0.19420368364
1573,1.376777712838
1574,0.605912005761
1577,0.87421686747
1578,-0.391549295775
1579,-0.718564679867
1582,0.444511930586
1583,0.76170694864
1585,3.321940463065
1587,0.451354062187
1588,-0.123125
1590,0.556020942408
1591,2.239606474135
1594,0.053618421053
1595,0.952629466078
1596,0.665056879159
1597,-0.003864095143
1598,0.815007743207
1603,1.796031746032
1604,0.76563439567
1605,0.549453409682
1606,0.565426997245
1618,0.564818085482
1619,0.561904761905
1624,0.953231939163
1728,0.485762579639
1729,0.726296332682
1730,0.964141821112
1731,1.910891089109
1732,-0.009462548768
1733,-0.000280098819
1734,0.00260433545
1735,0.002558727548
1737,0.54124396214
1738,0.728105451296
1739,2.729908367132
1740,0.664154498351
1741,-0.293759141882
1744,-0.047460757156
1745,-0.998970190618
1749,0.14482882237
1750,-0.126919733411
1753,0.152340597256
1756,2.048780487805
1758,0.163274964505
1759,-0.091962616822
1760,0.750217732102
1763,0.332179930796
1764,1.683732452519
1765,0.337939698492
1771,0.026897894178
1772,0.558097257991
1773,0.021779425394
1776,0.234673366834
1777,0.593714242124
1778,-0.012498788877
1779,0.31617383163
1781,-0.257368941642
1782,-0.330310013066
1784,0.348164031091
1786,0.558029753506
1787,0.421046981595
1788,0.481388802002
1789,0.724797888137
1790,0.428571428571
1791,1.260766834926
1792,1.315025906736
1793,0.732351957176
1794,0.03253164557
1845,1.852622814321
1846,-0.360944110443
1847,1.018433179724
1848,0.68097826087
1849,0.475555555556
1850,-0.744276940257
1851,-0.316216216216
1852,2.550847457627
1853,0.441441441441
1855,21
1856,-0.064328657315
1857,1.469387755102
1858,0.663868547955
1859,-0.90127388535
1860,0.57507082153
1861,-0.203378921963
1862,1.498054474708
1863,-0.657510892214
1864,0.747604529617
1865,0.472626472626
1866,-0.646551724138
1868,0.469791666667
1869,-0.822556390977
1870,0.817701149425
1871,0.52855993564
1872,2.44512195122
1873,1.127840909091
1874,3.060758082497
1875,0.362281822052
1876,1.995642701525
1877,3.574468085106
1878,0.120512820513
1879,-0.763701067616
1880,0.146138386448
1881,2.307904919845
1882,0.575091575092
1883,1.208588957055
1884,1.311833864411
1885,-0.906796116505
1887,0.268038482095
1888,-0.021367521368
1889,0.576394502829
1890,-0.422354277724
1891,1.126245847176
1892,1.110507246377
1893,-0.865129682997
1894,1.639387786975
1896,-0.179389312977
1897,4.857664233577
1898,-0.95426856987
1899,0.44578313253
1900,0.086885779369
1901,-0.658235294118
1902,-0.26724137931
1903,0.180921052632
1904,5.622390891841
1905,-0.167379923963
1906,0.168765743073
1907,-0.372195121951
1908,1.12987012987
1909,-0.639834881321
1910,1.398037411837
1911,0.910828025478
1912,3.242937853107
1913,0.067468844005
1914,0.533159571387
1915,0.383431952663
1916,-0.137319782557
1917,0.202824133504
1918,1.541766109785
1919,-0.016170675364
1921,-0.580632863134
1922,-0.987144770123
1923,0.261
1924,0.555432984004
1925,-0.892387800645
1926,0.775297996449
1927,-0.088098918083
1928,1.978328173375
1929,1.426229508197
1930,0.635090609555
1931,0.858580645161
1932,0.351182088618
1933,0.728395061728
1934,0.85652173913
1935,0.132567049808
1936,1.591000286615
1939,26.591240875912
1940,17.474576271186
1941,-0.816848281643
1942,-0.102339181287
1943,0.975460122699
1944,-0.550515463918
1945,0.307971014493
1946,-0.792727272727
1947,-0.4
1948,0.108587943848
1949,0.785714285714
1950,2.407766990291
1951,6.5
1952,6.5
1953,0.988662131519
1954,-0.903801843318
1955,-0.903801843318
1956,5.271844660194
1958,2.359939186621
1959,1.625
1960,3.532142857143
1961,0.494252873563
1962,0.057831325301
1963,0.882664314071
1964,0.479838709677
1965,0.332099907493
1966,0.076483866684
1967,0.696252465483
1968,4.405128205128
1969,0.607809847199
1970,0.447323009096
1971,1.002631578947
1972,-0.988884308471
1973,1.765550239234
1974,-0.866095238095
1975,3.209302325581
1976,-0.107551487414
1977,2.323987538941
1978,0.542448614835
1979,0.877108433735
1980,0.3350485992
1982,0.601063105902
1983,0.794117647059
1984,1.406565656566
1985,2.588235294118
1986,0.50623624358
1987,0.422992125984
1988,0.633063463045
1989,0.697054698457
1990,10.520532741398
1991,-0.4859437751
1992,-0.795
1994,1.891735392174
1995,1.952073419443
1996,-0.890231145605
1997,-0.81875
1998,-0.736147757256
1999,-0.141082703654
2000,3.572072072072
2001,1.833333333333
2002,0.44907063197
2003,-0.301198257081
2004,1.327127659574
2005,-0.80602006689
2006,-0.125
2007,-0.152631578947
2008,0.210227272727
2009,1.74393849793
2010,-0.728031037827
2011,0.315581334036
2012,1.389047959914
2013,2.637284701114
2014,-0.69395711501
2015,-0.042150770062
2016,-0.332715477294
2017,0.544401544402
2018,1.013282464321
2019,-0.020809578107
2020,-0.335429769392
2021,0.588851834207
2022,-0.522580645161
2023,3.850746268657
2024,71.677595628415
2025,1.565880721221
2026,1.303448275862
2027,1.060975609756
2028,-0.698214285714
2029,-0.284928492849
2030,-0.561826958782
2031,1.875
2032,3.220430107527
2033,0.992462311558
2034,-0.202475247525
2035,2.871275327771
2036,1.797785547786
2037,0.51800697044
2038,-0.072038484666
2039,-0.687296416938
2040,2.084952160046
2041,-0.237827715356
2042,4.129411764706
2043,1.257142857143
2044,-0.03023255814
2045,-0.287553648069
2046,0.726354453627
2047,0.256227758007
2050,-0.383209954324
2051,-0.791413030899
2052,0.172975172975
2053,3.102122015915
2055,0.152849740933
2056,-0.089408044968
2057,0.97258052656
2058,3.170471841705
2059,0.504046242775
2060,-0.563932448733
2062,1.202886038481
2063,2.122674017919
2064,5.248729792148
2065,1.077826725404
2066,1.062165377751
2067,1.828433748006
2068,0.520413870246
2072,-0.117630853994
2073,0.716034517359
2074,1.311257606491
2075,0.826158796417
2076,-0.12030075188
2077,0.881655615833
2078,0.683814893117
2079,-0.499697563076
2080,-0.853499400908
2081,-0.014795331251
2082,1.316221765914
2083,0.174956693888
2084,0.186281217927
2085,1.216901154401
2086,0.419125729264
2087,3.672862453532
2088,0.17755044843
2089,0.349518716578
2090,1.463655316192
2091,1.503012490816
2092,-0.111682908135
2093,0.30534351145
2094,-0.278848920863
2095,0.341261765454
2096,0.241768182366
2097,2.777459954233
2098,-0.921666666667
2100,-0.311331403052
2101,1.340536214486
2102,0.719777440567
2103,0.046699702676
2104,-0.174858791946
2105,1.910623321293
2106,2.177093358999
2109,-0.514516129032
2110,0.673011746135
2111,-0.018419489008
2112,11.964509394572
2113,0.591824817518
2115,0.550256160039
2116,-0.087383884208
2117,0.35216116282
2119,0.193468118196
2120,5.044331395349
2122,0.532056345445
2123,0.277384737086
2124,0.213990966793
2125,0.451907680697
2126,0.517063081696
2127,0.451736708495
2128,-0.010134378499
2129,1.097662913681
2130,0.143995446784
2131,0.261454242532
2132,0.332169943134
2133,0.284123664726
2134,0.277229318612
2135,0.59726359925
2136,0.581920903955
2137,0.518348623853
2138,0.643757228952
2139,0.22380810784
2140,0.58611167928
2141,0.420222634508
2142,0.567463676118
2143,1.1710239396
2144,1.106045804841
2145,0.368246968026
2146,0.569499846579
2147,1.197861386139
2148,0.650971651459
2149,0.180531458314
2150,0.179288620554
2151,0.137900355872
2152,0.413843508169
2153,0.402199591051
2154,0.318790417683
2155,0.340427100847
2156,0.19338985811
2160,0.353897457274
2161,0.674776053215
