id,sharpe
1428,0.467738176577
1429,0.135302781285
1430,0.80439244503
1431,0.694776263269
1432,-25.473242804521
1433,0.613023937389
1434,0.096685837407
1439,0.57823904955
1441,0.069719788893
1442,0.475038278838
1443,0.255882176434
1444,0.892291649337
1445,0.681329148691
1446,0.109493671499
1450,0.225538226507
1451,0.853267477747
1453,-0.176278115122
1455,0.193004673102
1456,-0.17300483631
1457,-0.283072100656
1458,-0.207538094583
1463,-0.103427200584
1464,-0.05343402129
1465,0.721860898166
1468,-0.580818527393
1474,0.670724484875
1475,-0.172959687385
1476,-0.416643732373
1481,0.113562156777
1482,0.545596887663
1483,-32.315252433693
1484,0.28813574424
1485,0.736040046967
1486,0.337755761166
1487,-17.631347497131
1488,-1.5652302204
1489,0.220573400234
1490,0.37200566606
1491,-0.026775220612
1492,0.180295306865
1493,0.128077374073
1494,0.171210146218
1495,-0.746523095052
1496,0.435077594802
1497,-0.208566256552
1498,-0.260487076473
1499,0.280358139851
1500,0.288259457688
1501,-0.352084192644
1503,0.000313849137
1504,0.387191455565
1505,0.349986222389
1507,0.329833114432
1509,0.347912939678
1514,0.647795309955
1515,0.087945690181
1516,0.503106628609
1517,-0.160715782822
1518,-1.121895430079
1519,-1.199602646309
1520,-10.697176052336
1521,-37.982433173651
1522,0.146970670551
1529,0.148367885587
1530,0.432754500405
1538,0.40601058885
1541,0.492077624853
1542,0.209512128235
1543,0.250154768902
1544,0.299080439008
1546,0.176412723917
1548,0.550198905943
1551,0.134836171001
1552,-0.31931876145
1557,0.015676749723
1558,0.001632827268
1559,0.101631703656
1560,0.034045965323
1561,-0.177191766893
1562,0.074536464571
1563,0.884638476606
1564,0.515214143103
1566,0.720477078297
1567,1.013856179628
1568,-0.360348101857
1569,0.466642148637
1571,0.535038578785
1572,0.063033285114
1573,0.714809037888
1574,0.372011492033
1577,0.660694371518
1578,-0.236232696935
1579,-0.527253099086
1582,0.411250809609
1583,0.000460783387
1585,0.981997556932
1587,0.131654161057
1588,-0.115424271984
1590,0.39797827684
1591,0.002072778627
1594,-0.022443962346
1595,0.58078778418
1596,0.712913384808
1597,-30.136535566569
1598,0.427913172165
1603,0.716281314662
1604,0.007471341742
1605,0.41199306017
1606,0.426113380939
1607,0.004551596284
1608,0.436178858735
1609,0.669995070487
1612,0.354877944394
1616,0.478044631255
1617,-0.280394356834
1618,0.377977818702
1619,0.091752879544
1622,0.406294059651
1623,0.298972580393
1624,0.257599861352
1728,0.280918111967
1729,0.515392245445
1730,0.451225126384
1731,0.925049476093
1732,-37.486914706819
1733,-27.422861264958
1734,-22.581554838248
1735,-38.906552418551
1737,0.397275283651
1738,0.511573417917
1739,0.528384770192
1740,0.383846925169
1741,-0.265716943701
1742,0.270569968743
1743,0.288983370474
1744,-0.092443721271
1745,-1.711157479271
1749,-0.034266102256
1750,-0.128231651684
1753,0.066832429901
1756,0.833956650924
1758,-0.004977522068
1759,-0.104671235985
1760,0.521050142005
1763,0.12088839441
1764,0.612956439927
1765,0.1757753986
1771,-0.137077512913
1772,0.363898121922
1773,-0.196823595968
1776,0.105184014208
1777,0.648118815537
1778,-0.381576229779
1779,0.699126524373
1781,-0.265153865042
1782,-0.103872933022
1783,0.307800040978
1784,0.147768721076
1786,0.565628472327
1787,0.598176226785
1788,0.376179839156
1789,0.495506648385
1790,0.256435942516
1791,0.604312013573
1792,0.706263957303
1793,0.353147064418
1794,-0.0814457048
1822,0.224966520635
1845,0.566684895815
1846,-0.394257396745
1847,0.567889397074
1848,0.303865554258
1849,0.402638095267
1850,-0.383062594036
1851,-0.113937959547
1852,0.560901427771
1853,0.234253469087
1855,0.135258289202
1856,-0.054686536124
1857,0.347332992563
1858,0.421435582296
1859,-0.563239711633
1860,0.195782665166
1861,-0.081391853442
1862,0.572151076355
1863,-0.327581215107
1864,0.419590432102
1865,0.251317719502
